customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00173,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,106.35,751.86,Yes
CUST-00174,Male,0,No,No,35,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),103.56,3521.96,Yes
CUST-00175,Male,0,Yes,No,31,Yes,Yes,No,No,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),78.13,2426.35,No
CUST-00176,Female,0,No,No,25,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,101.21,2485.22,Yes
CUST-00177,Male,0,Yes,No,22,Yes,No,No,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.63,794.44,No
CUST-00178,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,50.49,98.16,Yes
CUST-00179,Female,0,Yes,No,35,Yes,No,DSL,No internet service,Yes,No internet service,No,No,No internet service,Two year,Yes,Mailed check,23.39,790.3,No
CUST-00180,Male,0,No,No,4,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,95.15,392.29,Yes
CUST-00181,Male,1,No,No,15,Yes,Yes,DSL,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.15,956.45,Yes
CUST-00182,Female,0,No,No,8,Yes,No,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50.86,554.48,Yes
CUST-00183,Male,1,No,No,32,Yes,No,No,No internet service,No,No internet service,No,No,No,Two year,Yes,Credit card (automatic),61.81,1951.51,No
CUST-00184,Male,0,Yes,No,54,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,No,Two year,Yes,Credit card (automatic),68.52,3664.93,No
CUST-00185,Male,0,Yes,No,10,Yes,No,No,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,107.71,1054.34,Yes
CUST-00186,Female,0,No,No,14,No,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,One year,No,Mailed check,63.85,952.12,No
CUST-00187,Male,0,No,Yes,25,Yes,Yes,DSL,No internet service,Yes,No,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),53.78,1319.77,No
CUST-00188,Male,0,Yes,No,49,Yes,Yes,No,No,Yes,No,No,No internet service,Yes,One year,No,Bank transfer (automatic),67.69,3353.84,No
CUST-00189,Female,0,No,Yes,5,No,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.17,447.63,Yes
CUST-00190,Male,0,Yes,No,31,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),50.43,1566.59,Yes
CUST-00191,Female,0,No,No,7,Yes,Yes,DSL,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),83.04,661.33,Yes
CUST-00192,Male,0,No,No,35,Yes,No,DSL,No internet service,No,No,No,No,No internet service,Two year,Yes,Electronic check,39.22,1282.39,No
CUST-00193,Male,0,Yes,No,66,Yes,No phone service,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,24.08,1595.72,No
CUST-00194,Male,0,Yes,No,45,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),67.06,3052.75,No
CUST-00195,Male,0,No,No,34,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),70.9,2430.23,Yes
CUST-00196,Male,0,Yes,No,23,No,No,DSL,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,99.64,2218.51,Yes
CUST-00197,Female,0,Yes,No,25,Yes,No phone service,No,No,Yes,No,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),67.63,1633.83,No
CUST-00198,Female,0,Yes,No,62,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Two year,Yes,Electronic check,26.07,1630.45,No
CUST-00199,Female,0,Yes,No,40,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,68.94,2640.7,No
CUST-00200,Male,0,No,Yes,12,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No,Yes,One year,No,Mailed check,44.36,505.9,No
CUST-00201,Male,0,No,Yes,31,Yes,No,DSL,Yes,No,No internet service,Yes,No internet service,No,One year,No,Electronic check,58.43,1749.91,No
CUST-00202,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),53.64,385.1,Yes
CUST-00203,Female,0,No,No,27,No,Yes,DSL,Yes,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),69.9,1879.46,Yes
CUST-00204,Male,0,No,Yes,49,Yes,Yes,No,No,No,Yes,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),52.46,2589.72,No
CUST-00205,Male,0,No,No,59,Yes,No,DSL,No,No internet service,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.15,2620.45,No
CUST-00206,Female,0,No,Yes,11,Yes,No,Fiber optic,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),71.55,800.31,Yes
CUST-00207,Female,0,No,Yes,26,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,87.12,2265.35,Yes
CUST-00208,Male,0,Yes,No,34,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,67.0,2235.04,No
CUST-00209,Male,0,Yes,No,28,Yes,Yes,No,No,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,67.42,1942.55,Yes
CUST-00210,Male,0,Yes,Yes,24,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),106.14,2582.26,Yes
CUST-00211,Male,0,No,No,29,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),46.99,1330.85,Yes
CUST-00212,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,No,One year,Yes,Credit card (automatic),48.34,1072.42,No
CUST-00213,Female,0,No,Yes,41,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No internet service,Yes,One year,Yes,Electronic check,38.63,1630.13,No
CUST-00214,Male,0,No,Yes,18,Yes,No,No,No,No,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),63.01,1053.56,No
CUST-00215,Male,1,No,Yes,34,Yes,No phone service,DSL,No internet service,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),78.72,2611.99,No
CUST-00216,Female,0,Yes,No,33,Yes,Yes,DSL,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,104.46,3471.29,Yes
CUST-00217,Female,0,Yes,No,29,No,No,No,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,94.66,2835.9,Yes
CUST-00218,Male,0,No,Yes,31,Yes,Yes,No,No internet service,No,No internet service,Yes,No,No internet service,One year,No,Bank transfer (automatic),74.0,2263.85,No
CUST-00219,Female,0,No,Yes,17,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No internet service,One year,Yes,Electronic check,72.21,1203.17,No
CUST-00220,Female,0,No,No,68,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),62.63,4248.01,No
CUST-00221,Female,0,Yes,No,46,Yes,Yes,No,Yes,No,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),75.14,3432.96,No
CUST-00222,Female,0,Yes,Yes,15,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,No,One year,Yes,Electronic check,52.7,769.07,No
CUST-00223,Female,0,Yes,No,14,Yes,No phone service,DSL,No,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,106.85,1465.25,Yes
CUST-00224,Male,1,No,Yes,25,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,72.32,1817.26,Yes
CUST-00225,Male,1,No,Yes,15,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),102.31,1569.33,Yes
CUST-00226,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,87.95,183.8,Yes
CUST-00227,Female,0,No,No,65,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,68.29,4430.71,No
CUST-00228,Male,0,No,No,14,Yes,No,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,93.39,1277.12,Yes
CUST-00229,Male,0,No,No,25,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,59.11,1418.93,No
CUST-00230,Female,0,No,No,49,Yes,Yes,DSL,No,No internet service,No,No,No,No,One year,Yes,Mailed check,84.46,4073.78,No
CUST-00231,Male,1,No,No,28,Yes,No,DSL,No,No internet service,No,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),57.74,1541.86,No
CUST-00232,Female,0,Yes,No,30,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,81.23,2468.39,Yes
CUST-00233,Male,0,Yes,No,44,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,No,One year,Yes,Credit card (automatic),64.46,2806.94,No
CUST-00234,Female,0,Yes,No,15,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),107.93,1638.82,Yes
CUST-00235,Male,0,No,Yes,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,100.56,2578.77,Yes
CUST-00236,Male,0,No,No,42,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No,One year,Yes,Credit card (automatic),64.8,2717.84,No
CUST-00237,Female,1,Yes,Yes,4,Yes,No,No,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.31,364.3,Yes
CUST-00238,Male,0,Yes,No,29,Yes,No,DSL,No,No,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),45.54,1399.3,Yes
CUST-00239,Female,0,No,Yes,13,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),38.87,481.47,No
CUST-00240,Male,0,Yes,Yes,22,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,57.98,1317.68,Yes
CUST-00241,Male,0,Yes,No,42,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No,No,Two year,Yes,Electronic check,45.7,1849.52,No
CUST-00242,Male,0,No,No,66,Yes,No,DSL,No internet service,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),48.19,3248.18,No
CUST-00243,Female,1,Yes,No,69,Yes,No,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),68.14,4743.26,No
CUST-00244,Male,0,Yes,No,26,Yes,Yes,No,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.78,1550.92,Yes
CUST-00245,Male,0,No,No,21,Yes,No,No,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,66.93,1375.43,Yes
CUST-00246,Male,0,No,Yes,33,No,No,No,No,Yes,No internet service,Yes,No,No internet service,Two year,No,Electronic check,43.98,1510.9,No
CUST-00247,Male,0,Yes,No,9,Yes,Yes,DSL,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),109.83,1035.01,Yes
CUST-00248,Male,0,No,No,43,Yes,Yes,DSL,No,No,Yes,No internet service,No,Yes,Two year,Yes,Credit card (automatic),53.28,2279.12,No
CUST-00249,Female,0,No,No,24,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),45.85,1057.48,No
CUST-00250,Female,0,Yes,Yes,29,Yes,Yes,DSL,No,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Mailed check,31.34,962.59,No
CUST-00251,Male,0,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),95.16,71.57,Yes
CUST-00252,Male,0,Yes,Yes,6,Yes,No,No,No,No internet service,Yes,No,No internet service,No,Month-to-month,No,Electronic check,93.04,574.99,Yes
CUST-00253,Female,0,No,No,61,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,Two year,No,Credit card (automatic),54.45,3293.0,No
CUST-00254,Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),65.17,1422.74,Yes
CUST-00255,Male,1,Yes,No,31,Yes,Yes,DSL,No,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),67.32,2182.23,Yes
CUST-00256,Male,0,No,No,33,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,One year,No,Mailed check,54.81,1804.78,No
CUST-00257,Female,0,No,No,36,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),23.16,905.76,No
CUST-00258,Female,0,Yes,No,18,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,One year,Yes,Credit card (automatic),68.14,1150.46,No
CUST-00259,Female,0,No,No,18,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),78.58,1327.78,No
CUST-00260,Female,0,Yes,No,32,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),45.3,1478.72,Yes
CUST-00261,Female,0,Yes,No,37,Yes,No,No,No internet service,No,No,No,Yes,Yes,One year,No,Mailed check,75.68,2761.67,No
CUST-00262,Female,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No,Two year,No,Mailed check,24.37,1607.47,No
CUST-00263,Male,1,No,Yes,10,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,52.82,422.2,Yes
CUST-00264,Female,0,No,Yes,17,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,49.63,742.07,Yes
CUST-00265,Female,0,No,No,28,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,59.62,1670.11,No
CUST-00266,Female,0,No,No,23,No,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Mailed check,79.62,1806.98,No
CUST-00267,Male,0,Yes,No,58,No,Yes,No,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,84.34,4875.11,No
CUST-00268,Male,0,No,Yes,19,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),77.41,1554.13,No
CUST-00269,Male,0,Yes,No,1,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),103.07,126.88,Yes
CUST-00270,Male,0,No,Yes,33,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,48.14,1695.79,No
CUST-00271,Female,0,No,No,65,Yes,No,No,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,46.04,2996.47,No
CUST-00272,Male,0,Yes,No,30,Yes,No,No,No,No,No,No,No internet service,Yes,Two year,Yes,Electronic check,53.9,1691.67,No
CUST-00273,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,46.6,1447.05,No
CUST-00274,Male,0,Yes,Yes,50,Yes,Yes,DSL,No,No,No,Yes,No internet service,No,Two year,Yes,Electronic check,41.74,2061.74,No
CUST-00275,Female,0,No,No,33,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.93,3190.17,Yes
CUST-00276,Male,0,No,No,30,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,106.83,3187.07,Yes
CUST-00277,Male,0,No,No,31,Yes,Yes,DSL,No,No internet service,Yes,No,No,No internet service,One year,No,Credit card (automatic),38.56,1248.96,No
CUST-00278,Male,0,Yes,Yes,27,Yes,No,No,No,No,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,36.34,995.05,No
CUST-00279,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,56.2,1134.18,No
CUST-00280,Male,1,No,No,54,Yes,No phone service,DSL,No,Yes,No internet service,No,No,No internet service,One year,No,Electronic check,56.41,2981.65,No
CUST-00281,Male,0,Yes,No,29,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),55.34,1542.34,No
CUST-00282,Female,0,Yes,No,6,Yes,Yes,DSL,No internet service,No,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,101.63,564.98,Yes
CUST-00283,Male,0,No,No,25,Yes,No,No,No,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,46.9,1125.02,Yes
CUST-00284,Female,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,79.63,19.28,Yes
CUST-00285,Male,1,Yes,No,40,No,Yes,DSL,No,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),78.06,3178.48,No
CUST-00286,Female,0,Yes,Yes,1,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,52.93,0.0,Yes
CUST-00287,Female,0,Yes,No,32,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),108.87,3503.96,Yes
CUST-00288,Male,1,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),45.81,251.43,Yes
CUST-00289,Female,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),102.6,1953.71,Yes
CUST-00290,Female,0,Yes,No,26,No,No,Fiber optic,No,No internet service,No,No,No,Yes,One year,No,Electronic check,57.67,1503.84,No
CUST-00291,Female,0,Yes,No,2,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,53.62,118.64,Yes
CUST-00292,Female,0,Yes,No,9,Yes,Yes,No,Yes,No internet service,Yes,No,No,Yes,Month-to-month,No,Mailed check,55.23,423.22,Yes
CUST-00293,Male,0,No,Yes,57,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Mailed check,27.03,1562.14,No
CUST-00294,Female,0,Yes,No,17,Yes,Yes,No,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,101.6,1743.91,Yes
CUST-00295,Female,0,No,No,12,Yes,Yes,No,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),86.67,1038.0,Yes
CUST-00296,Male,1,Yes,Yes,20,Yes,Yes,DSL,No,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,105.37,2022.88,Yes
CUST-00297,Female,0,No,Yes,30,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No,One year,Yes,Mailed check,76.48,2389.12,No
CUST-00298,Male,0,Yes,No,4,Yes,No,No,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),45.59,194.22,Yes
CUST-00299,Male,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,No,One year,Yes,Electronic check,55.44,1324.92,No
CUST-00300,Male,0,No,No,15,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,64.8,921.78,No
CUST-00301,Male,0,Yes,No,33,Yes,No,No,No,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,74.54,2421.03,Yes
CUST-00302,Male,0,Yes,Yes,16,No,Yes,Fiber optic,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,51.11,897.18,Yes
CUST-00303,Female,0,Yes,Yes,11,Yes,No,DSL,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),63.34,690.51,Yes
CUST-00304,Female,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,No,One year,No,Electronic check,62.77,3006.72,No
CUST-00305,Female,0,No,Yes,21,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No internet service,One year,No,Electronic check,66.73,1374.89,No
CUST-00306,Female,0,Yes,No,61,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,27.31,1717.07,No
CUST-00307,Male,0,No,Yes,30,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,105.0,3203.81,Yes
CUST-00308,Female,0,Yes,No,34,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),45.32,1465.26,Yes
CUST-00309,Female,0,No,No,35,Yes,No,DSL,No,Yes,No,No,No internet service,No,One year,Yes,Credit card (automatic),74.52,2603.19,No
CUST-00310,Male,0,No,Yes,24,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),86.69,2069.69,Yes
CUST-00311,Male,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,No,Mailed check,48.03,1105.05,Yes
CUST-00312,Male,0,No,No,9,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,96.36,838.16,Yes
CUST-00313,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,59.59,1296.48,Yes
CUST-00314,Male,0,Yes,No,47,No,No,No,Yes,No internet service,No,No internet service,No internet service,No,Two year,Yes,Electronic check,38.02,1736.47,No
CUST-00315,Female,1,No,No,38,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,Two year,Yes,Credit card (automatic),42.58,1632.73,No
CUST-00316,Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,No internet service,Yes,One year,Yes,Electronic check,49.81,2105.39,No
CUST-00317,Male,0,No,No,28,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,77.38,2192.65,Yes
CUST-00318,Female,0,Yes,No,15,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),67.57,990.1,Yes
CUST-00319,Female,0,Yes,Yes,30,Yes,No phone service,DSL,No,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,55.97,1571.6,Yes
CUST-00320,Female,0,No,No,27,Yes,Yes,No,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,99.47,2649.91,Yes
CUST-00321,Female,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,101.96,2190.63,Yes
